game_pk,inning_topbot,game_date,player_name,pitcher,home_team,away_team,p_throws,fielding_team,launch_speed,estimated_woba_using_speedangle,estimated_ba_using_speedangle,home_score,away_score,delta_run_exp,strikeout,grounded_into_double_play,single,double,triple,home_run,walk,field_out,fielders_choice_out,hit_by_pitch,sac_fly,field_error,caught_stealing_2b,catcher_interf,fielders_choice,double_play,sac_bunt,caught_stealing_home,caught_stealing_3b,other_out,barrel,hitting_team,hitting_runs,hits,outs,walks,xbh,avg,era,slg,obp,ops,whip,games_played,hr9
747878,Bot,2024-03-20,"Dunning, Dane",641540,CIN,TEX,R,TEX,,,,1,0,0.0,1.0,1,1,0,0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,CIN,1.0,1,3,2,0,0.25,9.0,0.25,0.5,0.75,3.0,1,0.0
747884,Top,2024-03-20,"Kremer, Dean",665152,BAL,PHI,R,BAL,,,,0,0,0.0,1.0,0,1,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,PHI,0.0,1,3,0,0,0.25,0.0,0.25,0.25,0.5,1.0,1,0.0
747884,Bot,2024-03-20,"Ash, Konnor",680089,BAL,PHI,R,PHI,,,,5,0,0.0,1.0,0,2,0,0,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,BAL,5.0,4,3,3,2,0.5714285714285714,45.0,1.4285714285714286,0.7,2.1285714285714286,7.0,1,18.0
747883,Top,2024-03-20,"Singer, Brady",663903,KC,LAA,R,KC,,,,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,,LAA,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747883,Bot,2024-03-20,"Wantz, Andrew",681806,KC,LAA,R,LAA,,,,0,0,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,KC,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747882,Top,2024-03-20,"Blackburn, Paul",621112,OAK,CHC,R,OAK,,,,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,CHC,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747882,Bot,2024-03-20,"Leiter Jr., Mark",643410,OAK,CHC,R,CHC,,,,0,0,0.0,2.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,OAK,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747885,Bot,2024-03-20,"Francis, Bowden",670102,ATL,TOR,R,TOR,,,,0,3,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,ATL,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747881,Bot,2024-03-20,"Hicks, Jordan",663855,LAA,SF,R,SF,,,,1,0,0.0,0.0,1,1,0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,LAA,1.0,1,2,2,0,0.3333333333333333,9.0,0.3333333333333333,0.6,0.9333333333333333,3.0,1,0.0
745444,Bot,2024-03-20,"Glasnow, Tyler",607192,SD,LAD,R,LAD,75.05000000000001,0.027,0.037500000000000006,0,0,-0.543,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,SD,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
745444,Top,2024-03-20,"Darvish, Yu",506433,SD,LAD,R,SD,82.25,0.03266666666666667,0.047,0,0,-1.057,1.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LAD,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747880,Bot,2024-03-20,"Lambert, Peter",663567,AZ,COL,R,COL,83.15,,0.09,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,AZ,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747879,Top,2024-03-20,"Soroka, Michael",647336,CWS,CIN,R,CWS,,,,0,0,0.0,2.0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,CIN,0.0,1,3,0,1,0.25,0.0,0.5,0.25,0.75,1.0,1,0.0
747879,Bot,2024-03-20,"Richardson, Lyon",680689,CWS,CIN,R,CIN,,,,0,0,0.0,0.0,0,0,1,0,0.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,,CWS,0.0,1,4,0,1,0.2,0.0,0.4,0.2,0.6000000000000001,1.0,1,0.0
747878,Top,2024-03-20,"Lowder, Rhett",695076,CIN,TEX,R,CIN,,,,0,0,0.0,2.0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,TEX,0.0,0,2,2,0,0.0,0.0,0.0,0.5,0.5,2.0,1,0.0
747880,Top,2024-03-20,"Henry, Tommy",674072,AZ,COL,L,AZ,87.95,,0.073,0,0,0.0,1.0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,COL,0.0,0,3,1,0,0.0,0.0,0.0,0.25,0.25,1.0,1,0.0
747885,Top,2024-03-20,"Iglesias, Raisel",628452,ATL,TOR,R,ATL,,,,0,3,0.0,3.0,0,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TOR,3.0,3,3,0,3,0.5,27.0,1.8333333333333333,0.5,2.333333333333333,3.0,1,18.0
747881,Top,2024-03-20,"Anderson, Tyler",542881,LAA,SF,L,LAA,,,,0,0,0.0,1.0,0,1,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,SF,0.0,1,3,0,0,0.25,0.0,0.25,0.25,0.5,1.0,1,0.0
747886,Top,2024-03-20,"Davies, Zach",605200,WSH,STL,R,WSH,,,,0,0,0.0,2.0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,STL,0.0,1,3,0,0,0.25,0.0,0.25,0.25,0.5,1.0,1,0.0
747887,Bot,2024-03-20,"Gonzales, Marco",594835,NYY,PIT,L,PIT,88.95,,0.5003333333333333,4,0,0.0,1.0,0,1,1,0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NYY,4.0,4,3,1,3,0.5714285714285714,36.0,1.5714285714285714,0.625,2.196428571428571,5.0,1,18.0
747888,Bot,2024-03-20,"Scott, Christian",681035,MIA,NYM,R,NYM,60.5,,0.194,0,0,0.0,2.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,MIA,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747888,Top,2024-03-20,"Monteverde, Patrick",687287,MIA,NYM,L,MIA,88.15,,0.038,0,0,0.0,0.0,0,0,0,1,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NYM,0.0,1,3,0,1,0.25,0.0,0.75,0.25,1.0,1.0,1,0.0
747887,Top,2024-03-20,"Weaver, Luke",596133,NYY,PIT,R,NYY,88.575,,0.155,0,0,0.0,0.0,0,0,1,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PIT,0.0,1,3,0,1,0.25,0.0,0.5,0.25,0.75,1.0,1,0.0
747886,Bot,2024-03-20,"Matz, Steven",571927,WSH,STL,L,STL,,,,0,0,0.0,1.0,0,1,0,0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,WSH,0.0,1,2,1,0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.8333333333333333,2.0,1,0.0
747889,Bot,2024-03-20,"Mize, Casey",663554,MIN,DET,R,DET,90.0,,0.426,0,1,0.0,1.0,0,0,0,0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,MIN,0.0,0,3,1,0,0.0,0.0,0.0,0.25,0.25,1.0,1,0.0
747889,Top,2024-03-20,"Varland, Louie",686973,MIN,DET,R,MIN,79.025,,0.45875,0,1,0.0,0.0,1,2,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DET,1.0,2,2,1,0,0.5,9.0,0.5,0.6,1.1,3.0,1,0.0
747869,Bot,2024-03-21,"Almonte, Yency",622075,COL,CHC,R,CHC,81.25,,0.07150000000000001,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,COL,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747875,Bot,2024-03-21,"Hamel, Dom",687589,DET,NYM,R,NYM,100.5,,0.6055,1,0,0.0,2.0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,DET,1.0,1,3,1,1,0.25,9.0,1.0,0.4,1.4,2.0,1,9.0
747875,Top,2024-03-21,"Manning, Matt",666159,DET,NYM,R,DET,105.30000000000001,,0.32299999999999995,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NYM,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747876,Bot,2024-03-21,"France, J.P.",641585,STL,HOU,R,HOU,102.1,,0.034,0,1,0.0,2.0,0,0,0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,STL,0.0,0,3,2,0,0.0,0.0,0.0,0.4,0.4,2.0,1,0.0
747876,Top,2024-03-21,"Thompson, Zack",668868,STL,HOU,L,STL,87.45,,0.44383333333333336,0,1,0.0,0.0,1,2,1,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,HOU,1.0,3,3,0,1,0.5,9.0,0.6666666666666666,0.5,1.1666666666666665,3.0,1,0.0
747877,Bot,2024-03-21,"Suárez, Albert",544150,BOS,BAL,R,BAL,,,,0,0,0.0,0.0,0,1,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,BOS,0.0,1,3,0,0,0.25,0.0,0.25,0.25,0.5,1.0,1,0.0
747867,Top,2024-03-21,"Gasser, Robert",688107,MIL,SF,L,MIL,,,,0,0,0.0,1.0,1,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SF,0.0,2,2,0,0,0.5,0.0,0.5,0.5,1.0,2.0,1,0.0
747868,Bot,2024-03-21,"Marsh, Alec",679525,CLE,KC,R,KC,,,,1,0,0.0,2.0,0,1,0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,CLE,1.0,1,3,2,0,0.25,9.0,0.25,0.5,0.75,3.0,1,0.0
747877,Top,2024-03-21,"Criswell, Cooper",681867,BOS,BAL,R,BOS,,,,0,0,0.0,2.0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,BAL,0.0,1,3,0,1,0.25,0.0,0.5,0.25,0.75,1.0,1,0.0
747874,Top,2024-03-21,"Sánchez, Cristopher",650911,PHI,TB,L,PHI,97.4,,0.3464,0,2,0.0,0.0,0,0,1,0,1.0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0.2,TB,2.0,2,3,1,2,0.4,18.0,1.2,0.5,1.7,3.0,1,9.0
747867,Bot,2024-03-21,"Roupp, Landen",694738,MIL,SF,R,SF,,,,0,0,0.0,2.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,MIL,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747868,Top,2024-03-21,"Carrasco, Carlos",471911,CLE,KC,R,CLE,,,,0,0,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,KC,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747870,Top,2024-03-21,"Morton, Charlie",450203,ATL,NYY,R,ATL,,,,0,0,0.0,0.0,0,0,0,0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,NYY,0.0,0,3,1,0,0.0,0.0,0.0,0.25,0.25,1.0,1,0.0
747871,Bot,2024-03-21,"Martinez, Nick",607259,SEA,CIN,R,CIN,,,,3,2,0.0,1.0,0,1,1,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,SEA,3.0,3,2,1,2,0.6,27.0,1.4,0.6666666666666666,2.0666666666666664,4.0,1,9.0
747869,Top,2024-03-21,"Feltner, Ryan",663372,COL,CHC,R,COL,101.0,,0.2345,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,CHC,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747870,Bot,2024-03-21,"Cortes, Nestor",641482,ATL,NYY,L,NYY,,,,0,0,0.0,2.0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,ATL,0.0,1,3,0,0,0.25,0.0,0.25,0.25,0.5,1.0,1,0.0
746175,Bot,2024-03-21,"Musgrove, Joe",605397,LAD,SD,R,SD,97.025,0.5638374285714286,0.46799999999999997,1,5,0.8560000000000001,1.0,0,1,1,0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LAD,1.0,2,3,2,1,0.4,9.0,0.6,0.5714285714285714,1.1714285714285713,4.0,1,0.0
746175,Top,2024-03-21,"Yamamoto, Yoshinobu",808967,LAD,SD,R,LAD,98.62,0.42617144444444444,0.44400000000000006,0,5,3.932,2.0,0,2,1,1,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.2,SD,5.0,4,2,2,2,0.6666666666666666,45.0,1.1666666666666667,0.75,1.9166666666666667,6.0,1,0.0
747872,Bot,2024-03-21,"Sands, Cole",663485,WSH,MIN,R,MIN,,,,1,0,0.0,0.0,0,0,0,0,1.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,WSH,1.0,1,3,0,1,0.25,9.0,1.0,0.25,1.25,1.0,1,9.0
747872,Top,2024-03-21,"Williams, Trevor",592866,WSH,MIN,R,WSH,,,,0,0,0.0,0.0,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,MIN,0.0,1,2,0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1,0.0
747865,Bot,2024-03-21,"Crochet, Garrett",676979,KC,CWS,L,CWS,,,,1,0,0.0,0.0,0,1,1,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,KC,1.0,2,3,0,1,0.4,9.0,0.6,0.4,1.0,2.0,1,0.0
747865,Top,2024-03-21,"Hoffmann, Andrew",694851,KC,CWS,R,KC,,,,0,0,0.0,1.0,0,1,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,CWS,0.0,1,3,0,0,0.25,0.0,0.25,0.25,0.5,1.0,1,0.0
747873,Bot,2024-03-21,"Tiedemann, Ricky",694357,PIT,TOR,L,TOR,81.85,,0.16999999999999998,0,3,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PIT,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747873,Top,2024-03-21,"Falter, Bailey",663559,PIT,TOR,L,PIT,93.42500000000001,,0.473,0,3,0.0,1.0,0,0,0,0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,TOR,3.0,2,3,1,2,0.4,27.0,1.6,0.5,2.1,3.0,1,18.0
747874,Bot,2024-03-21,"Pepiot, Ryan",686752,PHI,TB,R,TB,69.5,,0.114,0,2,0.0,2.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PHI,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747871,Top,2024-03-21,"Diaz, Jhonathan",646242,SEA,CIN,L,SEA,,,,0,2,0.0,2.0,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,CIN,2.0,2,3,1,2,0.4,18.0,1.4,0.5,1.9,3.0,1,9.0
747863,Top,2024-03-22,"Gil, Luis",661563,NYY,NYM,R,NYY,98.15,,0.487,0,0,0.0,2.0,0,0,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,NYM,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747864,Bot,2024-03-22,"Skubal, Tarik",669373,PHI,DET,L,DET,73.53333333333333,,0.12866666666666668,0,0,0.0,1.0,0,1,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PHI,0.0,1,3,0,0,0.25,0.0,0.25,0.25,0.5,1.0,1,0.0
747864,Top,2024-03-22,"Wheeler, Zack",554430,PHI,DET,R,PHI,91.1,,0.213,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DET,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747866,Bot,2024-03-22,"Hagenman, Justin",663795,TOR,BOS,R,BOS,88.13333333333333,,0.18666666666666665,0,0,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,TOR,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747863,Bot,2024-03-22,"Stuart, Tyler",701603,NYY,NYM,R,NYM,93.39999999999999,,0.10766666666666667,0,0,0.0,0.0,0,0,0,0,0.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NYY,0.0,0,3,2,0,0.0,0.0,0.0,0.4,0.4,2.0,1,0.0
747855,Top,2024-03-22,"Wood, Alex",622072,OAK,CIN,L,OAK,,,,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,CIN,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747856,Top,2024-03-22,"Ureña, José",570632,TEX,COL,R,TEX,,,,0,0,0.0,0.0,0,0,0,1,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,COL,0.0,1,3,0,1,0.25,0.0,0.75,0.25,1.0,1.0,1,0.0
747856,Bot,2024-03-22,"Freeland, Kyle",607536,TEX,COL,L,COL,,,,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,TEX,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747866,Top,2024-03-22,"White, Mitch",669952,TOR,BOS,R,TOR,93.6,,0.263,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,BOS,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747855,Bot,2024-03-22,"Ashcraft, Graham",668933,OAK,CIN,R,CIN,,,,1,0,0.0,0.0,0,2,0,0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,OAK,1.0,2,3,1,0,0.4,9.0,0.4,0.5,0.9,3.0,1,0.0
747854,Top,2024-03-22,"Wilson, Bryse",669060,MIL,KC,R,MIL,,,,0,2,0.0,2.0,0,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,KC,2.0,1,4,0,1,0.2,18.0,0.8,0.2,1.0,1.0,1,9.0
747854,Bot,2024-03-22,"Ragans, Cole",666142,MIL,KC,L,KC,,,,0,2,0.0,2.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,MIL,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747857,Top,2024-03-22,"Kiest, Tanner",641750,SF,CHC,R,SF,,,,0,9,0.0,2.0,0,6,0,0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,CHC,9.0,7,3,2,1,0.7,81.0,1.0,0.75,1.75,9.0,1,9.0
747853,Bot,2024-03-22,"Emanuels, Stevie",669434,CWS,OAK,R,OAK,,,,5,0,0.0,0.0,0,2,0,0,1.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,CWS,5.0,3,3,2,1,0.5,45.0,1.0,0.625,1.625,5.0,1,9.0
747852,Top,2024-03-22,"Steele, Justin",657006,CHC,SF,L,CHC,,,,0,0,0.0,0.0,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,SF,0.0,0,2,1,0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1,0.0
747853,Top,2024-03-22,"Woodford, Jake",663765,CWS,OAK,R,CWS,,,,0,0,0.0,1.0,0,0,0,0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,OAK,0.0,0,3,1,0,0.0,0.0,0.0,0.25,0.25,1.0,1,0.0
747851,Top,2024-03-22,"Nelson, Ryne",669194,AZ,SEA,R,AZ,99.30000000000001,,0.376,0,0,0.0,2.0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,SEA,0.0,1,3,0,1,0.25,0.0,0.5,0.25,0.75,1.0,1,0.0
747851,Bot,2024-03-22,"Hancock, Emerson",676106,AZ,SEA,R,SEA,79.13333333333334,,0.4506666666666666,0,0,0.0,1.0,0,1,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,AZ,0.0,1,3,0,0,0.25,0.0,0.25,0.25,0.5,1.0,1,0.0
747850,Top,2024-03-22,"Soriano, José",667755,LAA,CWS,R,LAA,,,,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,CWS,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747850,Bot,2024-03-22,"Cannon, Jonathan",686563,LAA,CWS,R,CWS,,,,0,0,0.0,1.0,0,1,0,0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,LAA,0.0,1,3,1,0,0.25,0.0,0.25,0.4,0.65,2.0,1,0.0
747849,Top,2024-03-22,"Bieber, Shane",669456,CLE,TEX,R,CLE,,,,0,0,0.0,1.0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,TEX,0.0,1,2,0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1,0.0
747849,Bot,2024-03-22,"Bradford, Cody",674003,CLE,TEX,L,TEX,,,,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,CLE,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747848,Top,2024-03-22,"Castillo, Luis",622491,SEA,MIL,R,SEA,,,,0,0,0.0,2.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,MIL,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747848,Bot,2024-03-22,"Peralta, Freddy",642547,SEA,MIL,R,MIL,,,,0,0,0.0,1.0,0,1,0,0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,SEA,0.0,1,3,1,0,0.25,0.0,0.25,0.4,0.65,2.0,1,0.0
747852,Bot,2024-03-22,"Winn, Keaton",676775,CHC,SF,R,SF,,,,0,0,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,CHC,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747857,Bot,2024-03-22,"Assad, Javier",665871,SF,CHC,R,CHC,,,,0,9,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,SF,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747834,Top,2024-03-23,"Montas, Frankie",593423,CIN,COL,R,CIN,,,,0,0,0.0,2.0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,COL,0.0,1,3,0,1,0.25,0.0,0.75,0.25,1.0,1.0,1,0.0
747834,Bot,2024-03-23,"Quantrill, Cal",615698,CIN,COL,R,COL,,,,0,0,0.0,1.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,CIN,0.0,1,2,0,1,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1,0.0
747833,Top,2024-03-23,"Gallen, Zac",668678,AZ,CLE,R,AZ,94.88,,0.3468,0,3,0.0,1.0,0,2,1,0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,CLE,3.0,3,3,1,1,0.5,27.0,0.6666666666666666,0.5714285714285714,1.2380952380952381,4.0,1,0.0
747833,Bot,2024-03-23,"Bibee, Tanner",676440,AZ,CLE,R,CLE,86.96666666666665,,0.12966666666666668,0,3,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,AZ,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747835,Bot,2024-03-23,"Allen, Logan",663531,SF,AZ,L,AZ,,,,0,1,0.0,1.0,0,0,1,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,SF,0.0,1,3,0,1,0.25,0.0,0.5,0.25,0.75,1.0,1,0.0
747832,Bot,2024-03-23,"Kirby, George",669923,CWS,SEA,R,SEA,,,,0,0,0.0,2.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,CWS,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747831,Top,2024-03-23,"Sauer, Matt",669422,KC,TEX,R,KC,,,,0,0,0.0,2.0,0,2,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,TEX,0.0,2,3,0,0,0.4,0.0,0.4,0.4,0.8,2.0,1,0.0
747831,Bot,2024-03-23,"Eovaldi, Nathan",543135,KC,TEX,R,TEX,,,,0,0,0.0,1.0,0,2,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,KC,0.0,2,3,0,0,0.4,0.0,0.4,0.4,0.8,2.0,1,0.0
747830,Top,2024-03-23,"Brown, Ben",676962,CHC,MIL,R,CHC,,,,0,0,0.0,1.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,MIL,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747830,Bot,2024-03-23,"Miley, Wade",489119,CHC,MIL,L,MIL,,,,0,0,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,CHC,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747832,Top,2024-03-23,"Nastrini, Nick",680897,CWS,SEA,R,CWS,,,,0,0,0.0,0.0,0,0,0,0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,SEA,0.0,0,3,1,0,0.0,0.0,0.0,0.25,0.25,1.0,1,0.0
747835,Top,2024-03-23,"Harrison, Kyle",690986,SF,AZ,L,SF,,,,0,1,0.0,2.0,0,0,2,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,AZ,1.0,2,3,1,2,0.4,9.0,0.8,0.5,1.3,3.0,1,0.0
747841,Bot,2024-03-23,"Paddack, Chris",663978,BOS,MIN,R,MIN,,,,0,0,0.0,2.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,BOS,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
747836,Top,2024-03-23,"Stripling, Ross",548389,OAK,LAA,R,OAK,,,,0,2,0.0,0.0,1,0,1,0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,LAA,2.0,2,3,1,2,0.4,18.0,1.2,0.5,1.7,3.0,1,9.0
